HALTER_ID,ALTER,GESCHLECHT,STADTKREIS,STADTQUARTIER,RASSE1,RASSE1_MISCHLING,RASSE2,RASSE2_MISCHLING,RASSENTYP,GEBURTSJAHR_HUND,GESCHLECHT_HUND,HUNDEFARBE
82419,"51-60","w",7,"72","Cairn Terrier",,,,"K",2006,"w","braun/schwarz"
82435,"71-80","w",7,"73","Jack Russel Terrier",,,,"K",2004,"w","weiss/beige"
82437,"71-80","m",7,"73","Mischling klein",,,,"K",2013,"w","weiss/braun"
82439,"81-90","m",7,"74","Mischling gross",,,,"I",2004,"m","braun"
82443,"71-80","w",9,"91","Yorkshire Terrier",,,,"K",2007,"w","blue/tan"
82444,"61-70","w",3,"33","Schäfer","Mischling",,,"I",2010,"m","rotbraun/weiss"
82450,"71-80","w",7,"74","Mischling klein",,,,"K",2005,"w","braun/weiss"
82450,"71-80","w",7,"74","Mischling klein",,,,"K",2008,"w","braun"
82451,"41-50","w",9,"92","Mischling klein",,,,"K",2000,"m","graubraun"
82452,"61-70","w",10,"102","Dachshund",,,,"K",2005,"w","schwarz/rot"
82452,"61-70","w",10,"102","Dachshund",,,,"K",1999,"w","schwarz/rot"
82452,"61-70","w",10,"102","Dachshund",,,,"K",2005,"w","rot"
82452,"61-70","w",10,"102","Dachshund",,,,"K",1998,"w","rot"
82452,"61-70","w",10,"102","Dachshund",,,,"K",2009,"m","rot"
82452,"61-70","w",10,"102","Dachshund",,,,"K",2006,"w","rot/braun"
82452,"61-70","w",10,"102","Dachshund",,,,"K",2008,"m","braun"
82452,"61-70","w",10,"102","Dachshund",,,,"K",2009,"w","schwarz/grau"
82452,"61-70","w",10,"102","Dachshund",,,,"K",1998,"w","schwarz/rot"
82452,"61-70","w",10,"102","Dachshund",,,,"K",1999,"w","schwarz/rot"
82452,"61-70","w",10,"102","Dachshund",,,,"K",1999,"w","schwarz/rot"
82452,"61-70","w",10,"102","Dachshund",,,,"K",2010,"w","schwarz/rot"
82452,"61-70","w",10,"102","Dachshund",,,,"K",2006,"w","schwarz/rot"
82465,"61-70","m",3,"34","Bulldog",,,,"I",2003,"w","gestromt"
82468,"71-80","w",1,"14","Mischling gross",,,,"I",2010,"w","schwarz"
82473,"51-60","w",1,"13","Papillon",,,,"K",2011,"m","tricolor"
82473,"51-60","w",1,"13","Papillon",,,,"K",2010,"w","tricolor"
82474,"71-80","w",3,"31","Kromfohrländer",,,,"I",2004,"w","weiss/braun"
82498,"61-70","w",7,"74","Border Collie",,,,"I",2006,"w","grau/weiss/schwarz"
82500,"61-70","m",7,"71","Boxer",,,,"I",2007,"w","schwarz/braun"
82503,"61-70","w",8,"83","Chow Chow",,,,"I",2002,"m","rot"
82506,"51-60","w",4,"44","Yorkshire Terrier",,,,"K",2005,"m","tricolor"
82506,"51-60","w",4,"44","Havaneser",,,,"K",2008,"w","braun/weiss"
82508,"61-70","w",8,"81","Beagle",,,,"K",2011,"m","tricolor"
82509,"51-60","w",7,"72","Rottweiler",,,,"I",2009,"w","schwarz/braun"
82510,"61-70","w",9,"91","West Highland White Terrier",,,,"K",2009,"m","weiss"
82512,"61-70","w",6,"63","Bichon frisé",,,,"K",2014,"m","weiss"
82518,"61-70","m",9,"92","Setter","Mischling",,,"I",2007,"m","weiss/braun"
82527,"61-70","w",2,"21","Rauhaar Dackel",,,,"K",2011,"w","saufarben"
82527,"61-70","w",2,"21","Rauhaar Dackel",,,,"K",2015,"w","schwarz/rot"
82538,"61-70","w",7,"71","Dachshund",,,,"K",2004,"m","braun"
82543,"71-80","m",9,"92","Beagle","Mischling",,,"K",2010,"w","tricolor"
82545,"71-80","w",7,"71","Zwergschnauzer",,,,"K",2008,"w","schwarz/weiss"
82550,"61-70","m",3,"33","Golden Retriever",,,,"I",2005,"w","golden"
82551,"71-80","w",7,"74","Mischling gross",,,,"I",2010,"w","grau meliert"
82558,"51-60","w",7,"71","Labrador Retriever",,,,"I",2012,"m","beige"
82561,"61-70","w",7,"71","Yorkshire Terrier",,,,"K",2009,"w","blue/tan"
82567,"61-70","w",7,"71","Papillon",,,,"K",2004,"m","weiss/braun"
82572,"71-80","w",7,"74","Rauhaar Dackel",,,,"K",2002,"m","saufarben"
82574,"71-80","w",10,"101","Griffon",,,,"I",2007,"w","goldbraun"
82579,"61-70","w",7,"74","Cocker Spaniel",,,,"K",2007,"w","braun"
82580,"71-80","w",7,"71","Lagotto Romagnolo",,,,"I",2008,"m","beige"
82581,"61-70","w",7,"72","Tibet Terrier",,,,"K",2009,"w","beige/schwarz"
82588,"71-80","w",6,"63","Appenzeller Sennenhund",,,,"I",2009,"w","tricolor"
82590,"61-70","w",7,"74","Golden Retriever","Mischling",,,"I",2005,"w","rot/braun"
82591,"81-90","m",7,"74","Dachshund",,,,"K",2014,"m","schwarz/rot"
82606,"71-80","w",7,"73","Bergamasker",,"Labrador Retriever",,"I",2008,"m","grau/schwarz"
82618,"81-90","m",7,"71","Golden Retriever",,,,"I",2010,"m","goldbraun"
82620,"61-70","w",7,"72","Yorkshire Terrier",,,,"K",2010,"w","schwarz/braun"
82622,"41-50","w",2,"21","Mischling klein",,,,"K",2008,"w","weiss/braun"
82623,"81-90","w",8,"83","Cocker Spaniel",,,,"K",2006,"w","schwarz"
82626,"51-60","w",7,"71","Border Terrier",,,,"K",2013,"m","red grizzle"
82631,"51-60","w",9,"92","Jack Russel Terrier","Mischling",,,"K",2008,"m","weiss/schwarz"
82636,"81-90","w",10,"102","Schäfer",,"Labrador Retriever",,"I",2002,"w","beige"
82640,"61-70","w",9,"92","Dackel",,,,"K",2010,"m","schwarz"
82646,"51-60","m",11,"115","Toypudel",,,,"K",2005,"w","apricot"
82649,"91-100","w",8,"82","Bearded Collie",,,,"I",2003,"w","beige"
82653,"61-70","m",5,"52","Bulgarischer Sennenhund",,,,"I",2003,"w","schwarz/weiss"
82653,"61-70","m",5,"52","Jack Russel Terrier",,,,"K",2006,"m","braun/weiss"
82655,"51-60","w",7,"74","Malteser","Mischling",,,"K",2010,"w","weiss/grau"
82655,"51-60","w",7,"74","Mischling klein",,,,"K",2011,"m","schwarz/braun"
82655,"51-60","w",7,"74","Mischling klein",,,,"K",2007,"w","grau"
82660,"71-80","w",7,"74","Schäfer",,"Appenzeller Sennenhund",,"I",2004,"m","tricolor"
82661,"71-80","m",7,"74","Samojede",,,,"I",2008,"w","weiss"
82662,"41-50","w",7,"74","Tibet Terrier",,,,"K",2003,"w","schwarz/weiss"
82662,"41-50","w",7,"74","Tibet Terrier",,,,"K",2005,"w","zobel"
82668,"61-70","w",5,"52","Norwich Terrier",,,,"K",2011,"w","rot"
82671,"51-60","w",7,"74","Continental Bulldog",,,,"I",2010,"w","schwarz/weiss"
82671,"51-60","w",7,"74","Continental Bulldog",,,,"I",2014,"w","rot/weiss"
82671,"51-60","w",7,"74","Continental Bulldog",,,,"I",2015,"w","rot/weiss"
82671,"51-60","w",7,"74","Jack Russel Terrier",,,,"K",1998,"w","schwarz/weiss/braun"
82671,"51-60","w",7,"74","Continental Bulldog",,,,"I",2012,"w","gestromt"
82671,"51-60","w",7,"74","Jack Russel Terrier",,,,"K",2000,"w","schwarz/weiss/braun"
82671,"51-60","w",7,"74","Continental Bulldog",,,,"I",2009,"m","rotbraun/weiss"
82676,"71-80","w",7,"72","Französische Bulldogge",,,,"K",2013,"w","schwarz/beige"
82687,"51-60","m",7,"74","West Highland White Terrier",,,,"K",2001,"m","weiss"
82687,"51-60","m",7,"74","West Highland White Terrier",,,,"K",2008,"m","weiss"
82690,"81-90","m",7,"72","Labrador Retriever",,,,"I",2001,"m","schwarz"
82690,"81-90","m",7,"72","Zwergdackel",,,,"K",2003,"w","braun meliert"
82692,"81-90","w",7,"74","Pudel",,,,,2003,"w","schwarz"
82692,"81-90","w",7,"74","Pudel",,,,,2002,"w","schwarz"
82699,"71-80","w",7,"72","Gos d'Atura Català",,,,"I",2005,"m","zobel"
82699,"71-80","w",7,"72","Briard",,,,"I",2000,"w","schwarz"
82700,"71-80","m",7,"72","Labrador Retriever",,,,"I",2014,"m","schwarz"
82700,"71-80","m",7,"72","Labrador Retriever",,,,"I",2003,"m","schwarz"
82703,"81-90","w",7,"74","Pudel",,,,,2013,"m","schwarz"
82706,"71-80","w",7,"74","Tibet Terrier",,,,"K",2004,"m","schwarz/weiss"
82707,"41-50","m",7,"73","Foxterrier",,,,"K",1998,"m","weiss/braun"
82719,"61-70","w",7,"74","Tibet Terrier",,,,"K",1998,"m","weiss"
82720,"71-80","w",7,"74","Flat Coated Retriever",,,,"I",2004,"w","braun"
82734,"61-70","w",7,"74","Dachshund",,,,"K",2006,"w","saufarben"
82737,"71-80","w",7,"71","Berner Sennenhund",,"Schäfer",,"I",2003,"w","braun/schwarz"
82738,"61-70","m",7,"74","English Setter",,,,"I",2009,"m","weiss/orange"
82739,"51-60","w",7,"74","Cavalier King Charles Spaniel",,,,"K",2012,"m","black/tan"
82751,"71-80","m",8,"83","Leonberger",,,,"I",2006,"w","löwenfarbig"
82751,"71-80","m",8,"83","Pudel",,,,,2009,"w","black/tan"
82753,"61-70","w",6,"63","Labrador Retriever",,,,"I",2005,"w","gelb"
82772,"61-70","w",9,"91","Border Collie",,,,"I",2010,"m","schwarz/weiss"
82781,"51-60","w",6,"63","Mischling klein",,,,"K",2007,"m","schwarz/braun"
82782,"81-90","w",7,"71","Labrador Retriever",,,,"I",2003,"w","blondfarben"
82795,"41-50","w",11,"119","Deutsche Dogge",,,,"I",2012,"m","gelb"
82808,"61-70","w",4,"44","Coton de Tulear",,,,"K",1997,"m","weiss/braun"
82813,"51-60","w",7,"73","Labrador Retriever",,,,"I",2009,"w","blondfarben"
82816,"71-80","w",11,"111","Pointer",,,,"I",2003,"w","weiss/schwarz"
82834,"61-70","w",11,"111","Beagle",,,,"K",2014,"m","tricolor"
82842,"51-60","w",7,"71","Dackel",,,,"K",2012,"m","braun"
82852,"51-60","w",9,"92","Chinese Crested Powderpuff",,,,"K",2002,"m","weiss"
82852,"51-60","w",9,"92","Chinese Crested Powderpuff",,,,"K",2006,"w","schwarz/weiss"
82852,"51-60","w",9,"92","Chinese Crested Powderpuff",,,,"K",2002,"m","schwarz"
82852,"51-60","w",9,"92","Chihuahua",,,,"K",2008,"w","braun"
82852,"51-60","w",9,"92","Chinese Crested Powderpuff",,,,"K",2009,"m","weiss/schwarz"
82852,"51-60","w",9,"92","Chinese Crested Powderpuff",,,,"K",2004,"m","braun/weiss"
82856,"51-60","w",12,"123","Mischling klein",,,,"K",2007,"w","beige/creme"
82865,"51-60","w",10,"102","Yorkshire Terrier",,,,"K",2011,"w","black/tan"
82867,"81-90","w",2,"21","Pudel","Mischling",,,,2005,"m","weiss"
82868,"51-60","w",2,"21","Mischling klein",,,,"K",2010,"m","schwarz/braun"
82878,"61-70","m",7,"71","Zwergschnauzer",,,,"K",2011,"m","weiss"
82897,"61-70","w",4,"44","Collie","Mischling",,,"I",2006,"m","beige/weiss"
82901,"61-70","m",11,"115","Sibirischer Husky",,,,"I",2002,"m","beige/grau/weiss"
82921,"61-70","m",4,"44","Mischling klein",,,,"K",2005,"w","schwarz/braun"
82922,"71-80","m",2,"21","Chihuahua",,,,"K",2003,"w","schwarz/weiss/beige"
82925,"71-80","m",3,"34","Deutscher Schäfer",,,,"I",2011,"w","grau"
82927,"71-80","m",4,"44","Samojede",,,,"I",2007,"w","weiss"
82928,"51-60","w",5,"51","Pudel",,,,,2002,"m","weiss"
82934,"51-60","m",2,"23","Samojede",,,,"I",2004,"w","weiss"
82934,"51-60","m",2,"23","Samojede",,,,"I",2013,"w","weiss"
82935,"51-60","m",11,"119","Basset Griffon vendéen",,,,"I",2002,"w","tricolor"
82942,"61-70","m",11,"119","Französische Bulldogge",,,,"K",2010,"w","schwarz gestromt"
82973,"71-80","w",7,"74","Yorkshire Terrier",,,,"K",2011,"w","grau/braun"
82974,"61-70","w",7,"72","Jack Russel Terrier",,,,"K",2010,"w","tricolor"
82981,"61-70","m",12,"123","Flat Coated Retriever",,,,"I",2006,"w","schwarz"
82987,"41-50","w",3,"33","Labrador Retriever",,,,"I",2003,"m","braun"
82993,"61-70","w",11,"115","Eurasier",,,,"I",2013,"w","rot/grau"
82993,"61-70","w",11,"115","Eurasier",,,,"I",2005,"w","grau/braun"
83022,"81-90","w",9,"92","Chihuahua",,,,"K",2008,"w","weiss/braun"
83049,"71-80","m",10,"101","Golden Retriever",,,,"I",2006,"w","beige"
83050,"71-80","m",2,"23","Schnauzer",,"West Highland White Terrier",,"I",2009,"w","schwarz/braun/weiss"
83065,"51-60","w",11,"115","Mischling gross",,,,"I",2013,"m","schwarz"
83073,"81-90","w",12,"122","West Highland White Terrier",,,,"K",2002,"w","weiss"
83084,"41-50","w",11,"111","Malteser",,,,"K",2014,"m","weiss"
83085,"71-80","m",10,"101","Labrador Retriever",,"Border Collie",,"I",2003,"m","schwarz/weiss"
83090,"71-80","w",3,"31","Golden Retriever",,,,"I",2005,"w","golden"
83090,"71-80","w",3,"31","Australian Shepherd","Mischling",,,"I",2010,"m","braun/grau"
83095,"71-80","w",11,"111","Kooiker",,,,"K",2008,"m","rot/weiss"
83097,"61-70","w",1,"13","Mischling klein",,,,"K",2009,"w","schwarz"
83102,"71-80","w",2,"21","Vizsla",,,,"I",1999,"w","golden"
83108,"51-60","w",10,"101","Mischling gross",,,,"I",2013,"w","rehbraun"
83113,"61-70","w",9,"91","Mischling klein",,,,"K",2008,"w","schwarz"
83126,"61-70","w",8,"83","Foo Dog gross",,,,"I",2013,"m","beige/schwarz"
83128,"51-60","w",2,"21","Mischling klein",,,,"K",2000,"m","schwarz/weiss"
83129,"71-80","m",6,"61","Leonberger","Mischling",,,"I",2005,"w","braun"
83130,"61-70","w",9,"92","Pudel",,,,,2001,"w","weiss"
83133,"71-80","m",2,"24","Chihuahua",,,,"K",2001,"w","braun"
83133,"71-80","m",2,"24","Berner Sennenhund",,,,"I",2006,"w","tricolor"
83136,"71-80","m",3,"31","Mischling klein",,,,"K",1998,"m","schwarz"
83141,"61-70","w",2,"23","Boxer",,,,"I",2013,"w","gestromt"
83141,"61-70","w",2,"23","Pekingese",,,,"K",2009,"w","braun/weiss"
83141,"61-70","w",2,"23","Pekingese",,,,"K",2008,"w","braun"
83154,"51-60","w",6,"61","Golden Retriever",,,,"I",2014,"w","golden"
83167,"51-60","w",5,"52","Mischling klein",,,,"K",2006,"m","schwarz schimmel"
83168,"51-60","w",3,"33","Mittelschnauzer",,,,"I",2013,"w","pfeffer/salz"
83171,"51-60","w",7,"73","Airedale Terrier",,,,"I",2006,"m","black/tan"
83171,"51-60","w",7,"73","Rehpinscher",,,,"K",2000,"w","schwarz/braun"
83171,"51-60","w",7,"73","Zwergpinscher",,,,"K",2013,"m","rehbraun"
83171,"51-60","w",7,"73","Airedale Terrier",,,,"I",2006,"w","black/tan"
83180,"51-60","w",2,"24","Jack Russel Terrier",,,,"K",2005,"m","weiss/rot"
83185,"61-70","w",3,"33","Mischling klein",,,,"K",1999,"w","schwarz/grau"
83187,"51-60","w",9,"91","Leonberger",,,,"I",2006,"m","löwenfarbig"
83187,"51-60","w",9,"91","Schäfer","Mischling",,,"I",2015,"m","tricolor"
83189,"81-90","w",9,"91","Zwergpudel",,,,"K",1998,"w","schwarz"
83194,"81-90","w",12,"122","Chihuahua",,,,"K",2010,"w","braun/schwarz"
83197,"81-90","m",2,"21","Soft Coated Wheaten Terrier",,,,"I",2003,"w","blondfarben"
83215,"71-80","w",2,"23","Cavalier King Charles Spaniel",,,,"K",2006,"w","tricolor"
83215,"71-80","w",2,"23","Mischling klein",,,,"K",2007,"w","schwarz/weiss"
83215,"71-80","w",2,"23","Mischling klein",,,,"K",2009,"w","braun/schwarz"
83216,"61-70","w",2,"23","Entlebucher",,"Appenzeller",,"I",2007,"m","tricolor"
83217,"71-80","w",7,"73","Collie",,,,"I",2003,"m","sable"
83230,"81-90","w",9,"92","Cocker Spaniel",,,,"K",2010,"m","rot"
83234,"51-60","w",12,"121","Volpino",,,,"K",2000,"m","braun"
83237,"51-60","w",9,"92","Afghane",,,,"I",2012,"m","red-brindle"
83237,"51-60","w",9,"92","Riesenschnauzer",,,,"I",2004,"m","schwarz"
83237,"51-60","w",9,"92","Chinese Crested",,,,"K",2012,"m","apricot"
83248,"41-50","w",3,"33","Jack Russel Terrier","Mischling",,,"K",2012,"w","tricolor"
83256,"41-50","w",10,"101","Labrador Retriever",,,,"I",2012,"w","schwarz"
83266,"51-60","w",9,"92","Jack Russel Terrier",,,,"K",2010,"m","braun/weiss"
83272,"81-90","w",9,"91","Labrador Retriever",,,,"I",2008,"w","beige"
83278,"51-60","w",9,"92","Rauhaar Dackel",,,,"K",2010,"w","saufarben"
83281,"81-90","m",9,"91","Pudel",,,,,2003,"w","schwarz/weiss"
83308,"51-60","w",4,"41","Yorkshire Terrier","Mischling",,,"K",2004,"m","grau"
83309,"71-80","m",9,"91","Yorkshire Terrier",,,,"K",2007,"w","blue/tan"
83309,"71-80","m",9,"91","Yorkshire Terrier",,,,"K",2007,"w","blue/tan"
83313,"51-60","w",9,"92","Appenzeller","Mischling",,,"I",2004,"m","schwarz/weiss"
83313,"51-60","w",9,"92","Dogge","Mischling",,,"I",2005,"m","schwarz/weiss"
83322,"51-60","m",4,"44","Chihuahua",,,,"K",2011,"m","schwarz"
83335,"41-50","m",10,"101","Cocker Spaniel",,,,"K",2003,"w","zobel"
83339,"61-70","w",9,"91","Bolonka Zwetna",,"Tibet Terrier",,"K",2011,"w","schwarz"
83345,"61-70","w",3,"34","Tibet Terrier",,"Pudel",,"K",2007,"m","weiss/schwarz"
83347,"71-80","w",3,"34","Yorkshire Terrier",,,,"K",2002,"w","grau/schwarz"
83347,"71-80","w",3,"34","Mischling klein",,,,"K",2000,"m","braun"
83347,"71-80","w",3,"34","Mischling klein",,,,"K",2000,"w","weiss"
83359,"71-80","m",11,"119","Französische Bulldogge",,,,"K",2009,"m","beige"
83364,"71-80","w",4,"44","Pinscher","Mischling",,,"K",2005,"w","braun/schwarz"
83369,"51-60","w",8,"82","Terrier",,,,,2012,"w","schwarz"
83373,"51-60","w",9,"91","Yorkshire Terrier",,,,"K",2011,"m","schwarz/braun"
83379,"81-90","w",9,"92","Yorkshire Terrier",,,,"K",2005,"w","schwarz/braun/grau"
83380,"41-50","m",9,"92","Golden Retriever",,,,"I",2012,"m","golden"
83380,"41-50","m",9,"92","Flat Coated Retriever",,,,"I",2012,"m","braun"
83384,"81-90","w",3,"31","Continental Bulldog",,,,"I",2012,"w","braun/weiss/schwarz"
83387,"71-80","w",4,"44","Pudel",,,,,2002,"w","schwarz"
83390,"61-70","m",11,"119","Basenji",,,,"K",2013,"w","brindle"
83397,"71-80","m",3,"31","Chihuahua",,"Pinscher",,"K",2008,"m","braun/weiss"
83417,"51-60","w",3,"31","Mischling klein",,,,"K",2010,"m","schwarz/braun"
83425,"61-70","m",6,"63","Australian Shepherd",,,,"I",2014,"m","tricolor"
83427,"41-50","w",12,"123","Mischling klein",,,,"K",2006,"m","weiss"
83440,"71-80","m",7,"74","West Highland White Terrier",,,,"K",2000,"w","weiss"
83445,"81-90","w",10,"101","Pudel",,,,,2011,"m","schwarz/weiss"
83452,"71-80","w",6,"63","Jack Russel Terrier",,,,"K",2006,"w","tricolor"
83454,"61-70","w",3,"31","Mischling klein",,,,"K",2001,"w","braun"
83455,"61-70","m",10,"101","Mischling gross",,,,"I",2004,"m","braun"
83464,"51-60","w",10,"102","Podenco",,"Galgo",,"I",2005,"m","beige/weiss"
83474,"51-60","w",2,"24","Mischling klein",,,,"K",2013,"w","beige"
83476,"61-70","w",11,"119","West Highland White Terrier",,,,"K",1998,"w","weiss"
83479,"71-80","m",11,"115","Mittelpudel",,,,"K",2014,"w","black/tan"
83486,"81-90","w",1,"11","Papillon",,,,"K",2008,"m","weiss/schwarz"
83489,"31-40","w",3,"31","Mischling klein",,,,"K",1999,"m","schwarz/weiss/beige"
83497,"41-50","w",3,"33","Bobtail",,,,"I",2011,"m","blau/grau/weiss"
83499,"41-50","w",7,"71","Mischling klein",,,,"K",2010,"w","tricolor"
83499,"41-50","w",7,"71","Labrador Retriever",,,,"I",2008,"w","schwarz"
83503,"61-70","w",8,"82","Labrador Retriever",,"Dalmatiner",,"I",2003,"w","schwarz"
83508,"51-60","w",9,"92","Malteser",,,,"K",2006,"w","weiss"
83517,"61-70","w",10,"102","Papillon",,,,"K",2002,"m","braun/weiss"
83523,"51-60","w",8,"83","Katalanischer Hirtenhund",,,,"I",2004,"w","sandfarbig"
83526,"81-90","w",11,"119","Schäfer","Mischling",,,"I",2005,"w","schwarz/braun"
83531,"51-60","w",8,"81","Bergamasker",,"Labrador Retriever",,"I",2005,"m","schwarz/weiss"
83538,"31-40","w",2,"23","Landseer",,,,"I",2007,"w","weiss/schwarz"
83539,"51-60","w",7,"71","Papillon",,,,"K",2002,"w","braun/weiss"
83539,"51-60","w",7,"71","Schäfer",,,,"I",2014,"w","weiss"
83545,"61-70","w",9,"91","Mischling klein",,,,"K",2001,"w","tricolor"
83547,"71-80","w",11,"115","West Highland White Terrier",,,,"K",2004,"m","weiss"
83554,"41-50","m",2,"23","Schweizer Sennenhund",,"Labrador Retriever",,"I",2008,"w","tricolor"
83564,"61-70","m",10,"101","Zwergdackel",,,,"K",2004,"m","schwarz/rot"
83565,"41-50","m",10,"102","Rauhaar Dackel",,,,"K",2007,"w","saufarben"
83566,"81-90","w",10,"101","Mischling klein",,,,"K",2008,"w","braun/schwarz"
83567,"41-50","m",2,"21","Labrador Retriever",,"Golden Retriever",,"I",2007,"w","schwarz"
83568,"61-70","w",11,"115","Mischling klein",,,,"K",2003,"m","braun/schwarz"
83576,"61-70","w",11,"119","Toy Pudel",,,,"K",2008,"w","schwarz"
83577,"71-80","m",4,"42","Border Collie",,,,"I",2009,"m","schwarz/weiss"
83585,"61-70","w",7,"74","Papillon",,,,"K",2015,"w","rot/braun/weiss"
83588,"71-80","w",3,"34","Schnauzer","Mischling",,,"I",2002,"w","beige/grau"
83597,"41-50","w",11,"111","Afghanischer Windhund",,,,"I",2005,"w","rot"
83620,"41-50","m",7,"73","Mischling klein",,,,"K",2012,"m","weiss/braun"
83620,"41-50","m",7,"73","Mischling klein",,,,"K",2011,"m","weiss/braun"
83626,"61-70","w",11,"111","Mischling klein",,,,"K",2013,"m","tricolor"
83633,"51-60","w",9,"91","Mischling klein",,,,"K",2002,"m","weiss/beige"
83636,"61-70","w",11,"111","Mischling klein",,,,"K",2005,"m","braun/grau"
83638,"41-50","w",11,"111","Toyterrier",,,,"K",2001,"w","braun/beige"
83643,"41-50","w",6,"61","Collie",,"Labrador Retriever",,"I",2008,"w","blondfarben"
83645,"51-60","m",3,"33","Langhaardackel",,,,"K",2004,"m","rot"
83648,"51-60","m",11,"115","Mischling klein",,,,"K",1999,"m","grau/braun"
83651,"51-60","m",3,"31","Flat Coated Retriever",,,,"I",2004,"w","schwarz/grau"
83657,"31-40","m",4,"42","Zwergpinscher",,"Rehpinscher",,"K",2010,"w","schwarz/braun"
83671,"61-70","w",7,"71","Labrador Retriever",,,,"I",2011,"m","schwarz"
83680,"41-50","w",9,"92","Chihuahua",,,,"K",2010,"m","braun/weiss"
83680,"41-50","w",9,"92","Chihuahua",,,,"K",2005,"m","black/tan"
83680,"41-50","w",9,"92","Chihuahua",,,,"K",2012,"m","black/tan"
83688,"81-90","m",6,"61","Deutscher Schäfer",,,,"I",2009,"m","schwarz/gelb"
83690,"51-60","w",2,"21","Tibet Terrier",,,,"K",2006,"m","grau"
83692,"41-50","w",12,"122","Mischling klein",,,,"K",1999,"m","schwarz/weiss"
83693,"51-60","w",2,"21","Australian Shepherd","Mischling",,,"I",2012,"m","weiss/beige"
83697,"41-50","w",11,"111","Welsh Corgi Cardigan",,,,"K",2005,"w","braun/weiss"
83715,"51-60","m",11,"119","Deutscher Boxer",,,,"I",2013,"m","weiss"
83721,"51-60","w",8,"83","Hirtenhund","Mischling",,,"I",1998,"w","blondfarben"
83727,"71-80","w",4,"42","Cocker Spaniel",,,,"K",2012,"m","blauschimmel"
83734,"51-60","w",10,"102","Mischling klein",,,,"K",1998,"w","braun"
83737,"41-50","w",9,"91","Akita Inu",,,,"I",2005,"w","rot"
83737,"41-50","w",9,"91","Deutscher Schäfer",,,,"I",2003,"w","braun/schwarz"
83737,"41-50","w",9,"91","Mischling klein",,,,"K",2008,"w","weiss/schwarz/braun"
83741,"51-60","w",8,"83","Jack Russel Terrier",,,,"K",2000,"w","weiss/schwarz"
83746,"61-70","m",3,"31","Appenzeller","Mischling",,,"I",2001,"w","tricolor"
83749,"31-40","m",1,"13","Berner Sennenhund",,,,"I",2007,"w","tricolor"
83757,"51-60","w",3,"31","Lhasa Apso","Mischling",,,"K",2002,"m","beige"
83759,"51-60","m",11,"111","Cocker Spaniel",,,,"K",2003,"w","blauschimmel"
83767,"61-70","m",6,"61","Dackel","Mischling",,,"K",1998,"m","schwarz"
83774,"51-60","w",3,"31","Australian Shepherd",,,,"I",2008,"m","tricolor"
83775,"51-60","w",10,"101","Jack Russel Terrier",,,,"K",2009,"w","tricolor"
83776,"61-70","w",7,"73","Golden Retriever",,,,"I",2013,"m","golden"
83778,"51-60","w",4,"44","Französische Bulldogge",,,,"K",2005,"w","schwarz/weiss"
83785,"51-60","m",6,"61","Rottweiler",,,,"I",2011,"m","schwarz/braun"
83811,"31-40","m",4,"42","Jack Russel Terrier",,,,"K",2000,"w","schwarz/weiss"
83826,"61-70","m",12,"122","Chihuahua",,,,"K",2013,"m","braun"
83827,"61-70","w",3,"34","Appenzeller",,"Husky",,"I",1999,"w","hellbraun"
83830,"51-60","w",2,"24","Mischling klein",,,,"K",2003,"w","schwarz/weiss"
83850,"41-50","m",10,"101","Cirneco dell'Etna",,,,"I",2006,"w","hellbraun"
83856,"61-70","w",10,"101","Tibet Terrier",,,,"K",2012,"m","zobel"
83866,"51-60","w",9,"92","Mops",,,,"K",2008,"m","beige/schwarz"
83874,"41-50","w",10,"102","Bergamasker",,"Collie",,"I",2001,"w","grau"
83892,"51-60","w",7,"73","Mischling klein",,,,"K",2009,"w","braun"
83894,"51-60","m",10,"102","Boxer",,,,"I",2007,"m","weiss gestromt"
83900,"41-50","w",8,"81","Dachshund",,,,"K",2015,"w","saufarben"
83905,"51-60","m",6,"61","Schäfer","Mischling",,,"I",2002,"w","schwarz"
83911,"81-90","w",7,"74","Rauhaar Dackel",,,,"K",1999,"m","grau/schwarz"
83916,"51-60","w",3,"33","Continental Bulldog",,,,"I",2013,"w","hellbraun/weiss"
83925,"41-50","w",9,"91","Belgischer Schäfer",,"Tervueren",,"I",2012,"w","grau/schwarz"
83933,"61-70","w",9,"92","Mischling klein",,,,"K",2005,"w","schwarz/braun/weiss"
83934,"71-80","w",9,"91","Beagle",,"Mops",,"K",2011,"m","hellbraun"
83937,"61-70","w",3,"31","Labrador Retriever",,"Pudel",,"I",2014,"m","schwarz/weiss"
83940,"51-60","w",9,"92","Groenendael",,,,"I",2012,"w","schwarz"
83941,"51-60","m",9,"91","Labrador Retriever","Mischling",,,"I",2010,"m","schwarz/weiss"
83944,"51-60","w",9,"91","Bernhardiner","Mischling",,,"I",2005,"m","braun/weiss"
83946,"71-80","w",9,"91","Golden Retriever","Mischling",,,"I",2004,"w","golden"
83947,"51-60","w",9,"92","Airedale Terrier",,,,"I",2011,"m","black/tan"
83950,"61-70","m",9,"91","Mischling klein",,,,"K",2000,"w","braun/weiss"
83959,"71-80","m",9,"91","Border Collie",,,,"I",2003,"w","schwarz/weiss"
83962,"51-60","w",9,"92","Jack Russel Terrier",,,,"K",2003,"w","tricolor"
83967,"71-80","m",7,"72","Skye Terrier",,,,"K",2014,"w","schwarz gestromt"
